"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"496","rdfmaker","src/rdfmaker/APIFiltration.java","5","179","Found 'DD'-anomaly for variable 'copied' (lines '179'-'212').","Controversial Rules","DataflowAnomalyAnalysis"
"497","rdfmaker","src/rdfmaker/APIFiltration.java","3","183","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"498","rdfmaker","src/rdfmaker/APIFiltration.java","3","193","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"499","rdfmaker","src/rdfmaker/APIFiltration.java","3","195","Avoid empty if statements","Basic Rules","EmptyIfStmt"
"500","rdfmaker","src/rdfmaker/APIFiltration.java","3","202","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"501","rdfmaker","src/rdfmaker/APIFiltration.java","2","203","System.out.print is used","Java Logging Rules","SystemPrintln"
"502","rdfmaker","src/rdfmaker/APIFiltration.java","3","204","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"503","rdfmaker","src/rdfmaker/APIFiltration.java","3","207","Avoid empty if statements","Basic Rules","EmptyIfStmt"
"504","rdfmaker","src/rdfmaker/APIFiltration.java","5","212","Found 'DD'-anomaly for variable 'copied' (lines '212'-'212').","Controversial Rules","DataflowAnomalyAnalysis"
"505","rdfmaker","src/rdfmaker/APIFiltration.java","2","215","System.out.print is used","Java Logging Rules","SystemPrintln"
"506","rdfmaker","src/rdfmaker/APIFiltration.java","2","218","System.out.print is used","Java Logging Rules","SystemPrintln"
"507","rdfmaker","src/rdfmaker/APIFiltration.java","3","224","Avoid really long methods.","Code Size Rules","ExcessiveMethodLength"
"508","rdfmaker","src/rdfmaker/APIFiltration.java","5","234","Found 'DD'-anomaly for variable 'total_api_found' (lines '234'-'317').","Controversial Rules","DataflowAnomalyAnalysis"
"509","rdfmaker","src/rdfmaker/APIFiltration.java","5","238","Found 'DD'-anomaly for variable 'api_class_found' (lines '238'-'257').","Controversial Rules","DataflowAnomalyAnalysis"
"510","rdfmaker","src/rdfmaker/APIFiltration.java","3","270","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"511","rdfmaker","src/rdfmaker/APIFiltration.java","5","270","Found 'DD'-anomaly for variable 'model' (lines '270'-'244').","Controversial Rules","DataflowAnomalyAnalysis"
"512","rdfmaker","src/rdfmaker/APIFiltration.java","5","270","Found 'DU'-anomaly for variable 'model' (lines '270'-'327').","Controversial Rules","DataflowAnomalyAnalysis"
"513","rdfmaker","src/rdfmaker/APIFiltration.java","3","277","An empty statement (semicolon) not part of a loop","Basic Rules","EmptyStatementNotInLoop"
"514","rdfmaker","src/rdfmaker/APIFiltration.java","5","317","Found 'DD'-anomaly for variable 'total_api_found' (lines '317'-'317').","Controversial Rules","DataflowAnomalyAnalysis"
"515","rdfmaker","src/rdfmaker/APIFiltration.java","3","325","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"516","rdfmaker","src/rdfmaker/APIFiltration.java","3","334","Avoid unused local variables such as 'projDir'.","Unused Code Rules","UnusedLocalVariable"
"517","rdfmaker","src/rdfmaker/APIFiltration.java","5","334","Found 'DU'-anomaly for variable 'projDir' (lines '334'-'362').","Controversial Rules","DataflowAnomalyAnalysis"
"518","rdfmaker","src/rdfmaker/APIFiltration.java","3","335","Avoid unused local variables such as 'targetDir'.","Unused Code Rules","UnusedLocalVariable"
"519","rdfmaker","src/rdfmaker/APIFiltration.java","5","335","Found 'DU'-anomaly for variable 'targetDir' (lines '335'-'362').","Controversial Rules","DataflowAnomalyAnalysis"
"520","rdfmaker","src/rdfmaker/APIFiltration.java","5","344","Found 'DD'-anomaly for variable 'gt_than_5' (lines '344'-'352').","Controversial Rules","DataflowAnomalyAnalysis"
"521","rdfmaker","src/rdfmaker/APIFiltration.java","5","352","Found 'DD'-anomaly for variable 'gt_than_5' (lines '352'-'352').","Controversial Rules","DataflowAnomalyAnalysis"
"522","rdfmaker","src/rdfmaker/APIStatCounter.java","3","15","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"523","rdfmaker","src/rdfmaker/APIStatCounter.java","3","16","Avoid using implementation types like 'HashSet'; use the interface instead","Type Resolution Rules","LooseCoupling"
"524","rdfmaker","src/rdfmaker/APIStatCounter.java","3","16","Avoid using implementation types like 'HashSet'; use the interface instead","Type Resolution Rules","LooseCoupling"
"525","rdfmaker","src/rdfmaker/APIStatCounter.java","3","16","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"526","rdfmaker","src/rdfmaker/APIStatCounter.java","3","16","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"527","rdfmaker","src/rdfmaker/APIStatCounter.java","3","18","Avoid using implementation types like 'HashSet'; use the interface instead","Type Resolution Rules","LooseCoupling"
"528","rdfmaker","src/rdfmaker/APIStatCounter.java","3","18","Avoid using implementation types like 'HashSet'; use the interface instead","Type Resolution Rules","LooseCoupling"
"529","rdfmaker","src/rdfmaker/APIStatCounter.java","3","18","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"530","rdfmaker","src/rdfmaker/APIStatCounter.java","3","18","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"531","rdfmaker","src/rdfmaker/APIStatCounter.java","3","21","Avoid unnecessary constructors - the compiler will generate these for you","Controversial Rules","UnnecessaryConstructor"
"532","rdfmaker","src/rdfmaker/APIStatCounter.java","3","21","Document empty constructor","Design Rules","UncommentedEmptyConstructor"
"533","rdfmaker","src/rdfmaker/APIStatCounter.java","1","27","Method names should not contain underscores","Naming Rules","MethodNamingConventions"
"534","rdfmaker","src/rdfmaker/APIStatCounter.java","3","29","Local variable 'util_class_path' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"535","rdfmaker","src/rdfmaker/APIStatCounter.java","3","32","Local variable 'file' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"536","rdfmaker","src/rdfmaker/APIStatCounter.java","3","33","Local variable 'scanner' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"537","rdfmaker","src/rdfmaker/APIStatCounter.java","3","34","Avoid unused local variables such as 'count'.","Unused Code Rules","UnusedLocalVariable"
"538","rdfmaker","src/rdfmaker/APIStatCounter.java","5","34","Found 'DD'-anomaly for variable 'count' (lines '34'-'39').","Controversial Rules","DataflowAnomalyAnalysis"
"539","rdfmaker","src/rdfmaker/APIStatCounter.java","5","34","Found 'DU'-anomaly for variable 'count' (lines '34'-'55').","Controversial Rules","DataflowAnomalyAnalysis"
"540","rdfmaker","src/rdfmaker/APIStatCounter.java","5","39","Found 'DD'-anomaly for variable 'count' (lines '39'-'39').","Controversial Rules","DataflowAnomalyAnalysis"
"541","rdfmaker","src/rdfmaker/APIStatCounter.java","5","39","Found 'DU'-anomaly for variable 'count' (lines '39'-'55').","Controversial Rules","DataflowAnomalyAnalysis"
"542","rdfmaker","src/rdfmaker/APIStatCounter.java","2","52","System.out.print is used","Java Logging Rules","SystemPrintln"
"543","rdfmaker","src/rdfmaker/APIStatCounter.java","3","53","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"544","rdfmaker","src/rdfmaker/APIStatCounter.java","3","60","Parameter 'args' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"545","rdfmaker","src/rdfmaker/FileNumberManager.java","3","3","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"546","rdfmaker","src/rdfmaker/FileNumberManager.java","1","4","Variables that are not final should not contain underscores (except for underscores in standard prefix/suffix).","Naming Rules","VariableNamingConventions"
"547","rdfmaker","src/rdfmaker/MethodRDFMaker.java","3","16","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"548","rdfmaker","src/rdfmaker/MethodRDFMaker.java","3","16","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"549","rdfmaker","src/rdfmaker/MethodRDFMaker.java","1","16","Variables that are not final should not contain underscores (except for underscores in standard prefix/suffix).","Naming Rules","VariableNamingConventions"
"550","rdfmaker","src/rdfmaker/MethodRDFMaker.java","3","17","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"551","rdfmaker","src/rdfmaker/MethodRDFMaker.java","3","17","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"552","rdfmaker","src/rdfmaker/MethodRDFMaker.java","1","17","Variables that are not final should not contain underscores (except for underscores in standard prefix/suffix).","Naming Rules","VariableNamingConventions"
"553","rdfmaker","src/rdfmaker/MethodRDFMaker.java","3","18","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"554","rdfmaker","src/rdfmaker/MethodRDFMaker.java","3","18","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"555","rdfmaker","src/rdfmaker/MethodRDFMaker.java","1","21","Method names should not contain underscores","Naming Rules","MethodNamingConventions"
"556","rdfmaker","src/rdfmaker/MethodRDFMaker.java","3","21","Parameter 'fileName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"557","rdfmaker","src/rdfmaker/MethodRDFMaker.java","3","21","Parameter 'outputDir' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"558","rdfmaker","src/rdfmaker/MethodRDFMaker.java","3","24","Avoid variables with short names like in","Naming Rules","ShortVariable"
"559","rdfmaker","src/rdfmaker/MethodRDFMaker.java","5","24","Found 'DD'-anomaly for variable 'in' (lines '24'-'30').","Controversial Rules","DataflowAnomalyAnalysis"
"560","rdfmaker","src/rdfmaker/MethodRDFMaker.java","3","26","Avoid variables with short names like cu","Naming Rules","ShortVariable"
"561","rdfmaker","src/rdfmaker/MethodRDFMaker.java","5","26","Found 'DD'-anomaly for variable 'cu' (lines '26'-'31').","Controversial Rules","DataflowAnomalyAnalysis"
"562","rdfmaker","src/rdfmaker/MethodRDFMaker.java","2","29","System.out.print is used","Java Logging Rules","SystemPrintln"
"563","rdfmaker","src/rdfmaker/MethodRDFMaker.java","3","32","Local variable 'visitor' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"564","rdfmaker","src/rdfmaker/MethodRDFMaker.java","2","39","System.out.print is used","Java Logging Rules","SystemPrintln"
"565","rdfmaker","src/rdfmaker/MethodRDFMaker.java","1","43","Method names should not contain underscores","Naming Rules","MethodNamingConventions"
"566","rdfmaker","src/rdfmaker/MethodRDFMaker.java","3","43","Parameter 'outputDir' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"567","rdfmaker","src/rdfmaker/MethodRDFMaker.java","3","43","Parameter 'projDir' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"568","rdfmaker","src/rdfmaker/MethodRDFMaker.java","3","49","Local variable 'fileDir' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"569","rdfmaker","src/rdfmaker/MethodRDFMaker.java","3","52","Local variable 'moreFiles' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"570","rdfmaker","src/rdfmaker/MethodRDFMaker.java","3","55","Local variable 'myFile' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"571","rdfmaker","src/rdfmaker/MethodRDFMaker.java","3","58","Avoid unused local variables such as 'mycount'.","Unused Code Rules","UnusedLocalVariable"
"572","rdfmaker","src/rdfmaker/MethodRDFMaker.java","5","58","Found 'DD'-anomaly for variable 'mycount' (lines '58'-'58').","Controversial Rules","DataflowAnomalyAnalysis"
"573","rdfmaker","src/rdfmaker/MethodRDFMaker.java","5","58","Found 'DU'-anomaly for variable 'mycount' (lines '58'-'80').","Controversial Rules","DataflowAnomalyAnalysis"
"574","rdfmaker","src/rdfmaker/MethodRDFMaker.java","3","58","Local variable 'mycount' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"575","rdfmaker","src/rdfmaker/MethodRDFMaker.java","2","78","System.out.print is used","Java Logging Rules","SystemPrintln"
"576","rdfmaker","src/rdfmaker/MethodRDFMaker.java","3","82","Parameter 'args' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"577","rdfmaker","src/rdfmaker/MethodRDFMaker.java","3","84","Avoid unused local variables such as 'projDir'.","Unused Code Rules","UnusedLocalVariable"
"578","rdfmaker","src/rdfmaker/MethodRDFMaker.java","5","84","Found 'DU'-anomaly for variable 'projDir' (lines '84'-'94').","Controversial Rules","DataflowAnomalyAnalysis"
"579","rdfmaker","src/rdfmaker/MethodRDFMaker.java","2","92","System.out.print is used","Java Logging Rules","SystemPrintln"
"580","rdfmaker","src/rdfmaker/MethodRDFMaker.java","2","93","System.out.print is used","Java Logging Rules","SystemPrintln"
"581","rdfmaker","src/rdfmaker/MethodVisitor.java","3","1","A high number of imports can indicate a high degree of coupling within an object.","Coupling Rules","ExcessiveImports"
"582","rdfmaker","src/rdfmaker/MethodVisitor.java","4","5","Avoid unused imports such as 'japa.parser.ast.Comment'","Type Resolution Rules","UnusedImports"
"583","rdfmaker","src/rdfmaker/MethodVisitor.java","4","5","Avoid unused imports such as 'japa.parser.ast.Comment'","Type Resolution Rules","UnusedImports"
"584","rdfmaker","src/rdfmaker/MethodVisitor.java","4","13","Avoid unused imports such as 'japa.parser.ast.expr.NameExpr'","Type Resolution Rules","UnusedImports"
"585","rdfmaker","src/rdfmaker/MethodVisitor.java","4","13","Avoid unused imports such as 'japa.parser.ast.expr.NameExpr'","Type Resolution Rules","UnusedImports"
"586","rdfmaker","src/rdfmaker/MethodVisitor.java","4","15","Avoid unused imports such as 'japa.parser.ast.expr.StringLiteralExpr'","Type Resolution Rules","UnusedImports"
